Symbol,Exchange,Name,Last_Price,Market_Cap,IPO_Year,Sector,Industry
MIY,NYSE,"Blackrock MuniYield Michigan Quality Fund, Inc.",13.48,398715066.12,1992,,
MJCO,NASDAQ,Majesco,7.51,321412867.35,1969,Technology,Computer Software: Prepackaged Software
MKC,NYSE,"McCormick & Company, Incorporated",154.57,18927922676.65,1969,Consumer Non-Durables,Packaged Foods
MKC.V,NYSE,"McCormick & Company, Incorporated",0.0,0.0,1969,Consumer Non-Durables,Packaged Foods
MKGI,NASDAQ,"Monaker Group, Inc.",1.9,18222816.4,1969,Consumer Services,Transportation Services
MKL,NYSE,Markel Corporation,979.66,13583293513.24,1986,Finance,Property-Casualty Insurers
MKSI,NASDAQ,"MKS Instruments, Inc.",97.55,5289645238.2,1999,Capital Goods,Industrial Machinery/Components
MKTX,NASDAQ,"MarketAxess Holdings, Inc.",258.46,9735984275.06,2004,Finance,Investment Bankers/Brokers/Service
MLAB,NASDAQ,"Mesa Laboratories, Inc.",232.18,898186240.38,1969,Capital Goods,Industrial Machinery/Components
MLCO,NASDAQ,Melco Resorts & Entertainment Limited,25.44,6149777933.76,1969,Consumer Services,Hotels/Resorts
MLHR,NASDAQ,"Herman Miller, Inc.",36.45,2146758835.5,1969,Consumer Durables,Office Equipment/Supplies/Services
MLI,NYSE,"Mueller Industries, Inc.",31.84,1802931466.88,1969,Capital Goods,Metal Fabrications
MLM,NYSE,"Martin Marietta Materials, Inc.",204.84,12788273452.32,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLND,NASDAQ,"Millendo Therapeutics, Inc. ",16.0,213727984.0,1969,Health Care,Major Pharmaceuticals
MLNT,NASDAQ,"Melinta Therapeutics, Inc.",5.01,56261783.97,2012,Health Care,Major Pharmaceuticals
MLNX,NASDAQ,"Mellanox Technologies, Ltd.",118.92,6483032730.72,2007,Technology,Semiconductors
MLP,NYSE,"Maui Land & Pineapple Company, Inc.",11.75,225898379.5,1969,Finance,Real Estate
MLR,NYSE,"Miller Industries, Inc.",31.66,360927229.32,1969,Capital Goods,Construction/Ag Equipment/Trucks
MLSS,AMEX,"Milestone Scientific, Inc.",0.3519,14377127.868,2015,Health Care,Industrial Specialties
MLVF,NASDAQ,"Malvern Bancorp, Inc.",20.29,157746512.26,1969,Finance,Savings Institutions
MMAC,NASDAQ,"MMA Capital Holdings, Inc.",31.39,184625935.2,1969,Finance,Real Estate
MMC,NYSE,"Marsh & McLennan Companies, Inc.",93.12,47264174836.8,1969,Finance,Specialty Insurers
MMD,NYSE,MainStay MacKay DefinedTerm Municipal Opportunitie,20.34,560613337.74,2012,,
MMDM,NASDAQ,Modern Media Acquisition Corp.,10.3544,267920100.0,2017,Consumer Services,Broadcasting
MMDMR,NASDAQ,Modern Media Acquisition Corp.,0.3,,2017,Consumer Services,Broadcasting
MMDMU,NASDAQ,Modern Media Acquisition Corp.,10.7,,2017,Consumer Services,Broadcasting
MMDMW,NASDAQ,Modern Media Acquisition Corp.,0.3116,,2017,Consumer Services,Broadcasting
MMI,NYSE,"Marcus & Millichap, Inc.",42.6,1662492051.0,2013,Finance,Real Estate
MMLP,NASDAQ,Martin Midstream Partners L.P.,12.15,474447549.15,2002,Energy,Oil Refining/Marketing
MMM,NYSE,3M Company,212.11,122153435461.96,1969,Health Care,Medical/Dental Instruments
MMP,NYSE,Magellan Midstream Partners L.P.,62.86,14357439484.08,1969,Energy,Natural Gas Distribution
MMS,NYSE,"Maximus, Inc.",70.71,4511155024.38,1997,Miscellaneous,Business Services
MMSI,NASDAQ,"Merit Medical Systems, Inc.",62.18,3413858280.3,1969,Health Care,Medical/Dental Instruments
MMT,NYSE,MFS Multimarket Income Trust,5.74,385729406.3,1987,,
MMU,NYSE,"Western Asset Managed Municipals Fund, Inc.",13.44,581800584.96,1992,,
MMYT,NASDAQ,MakeMyTrip Limited,26.28,1559534040.0,2010,Consumer Services,Transportation Services
MN,NYSE,"Manning & Napier, Inc.",2.18,34192369.14,2011,Finance,Investment Managers
MNCL,NASDAQ,Monocle Acquisition Corporation,9.77,,2019,Finance,Business Services
MNCLU,NASDAQ,Monocle Acquisition Corporation,10.07,,2019,Finance,Business Services
MNCLW,NASDAQ,Monocle Acquisition Corporation,0.32,,2019,Finance,Business Services
MNDO,NASDAQ,MIND C.T.I. Ltd.,2.16,42008150.88,1969,Technology,EDP Services
MNE,NYSE,Blackrock Muni New York Intermediate Duration Fund Inc,13.7901,58054169.7444,2003,,
MNI,AMEX,McClatchy Company (The),3.95,21569437.15,1988,Consumer Services,Newspapers/Magazines
MNK,NYSE,Mallinckrodt plc,23.18,1936353052.26,2013,Health Care,Major Pharmaceuticals
MNKD,NASDAQ,MannKind Corporation,1.88,353015176.4,2004,Health Care,Major Pharmaceuticals
MNLO,NASDAQ,Menlo Therapeutics Inc.,7.69,178855434.96,2018,Health Care,Major Pharmaceuticals
MNOV,NASDAQ,"MediciNova, Inc.",10.49,442382286.9,1969,Health Care,Major Pharmaceuticals
MNP,NYSE,"Western Asset Municipal Partners Fund, Inc.",14.46,140537650.98,1993,,
MNR,NYSE,Monmouth Real Estate Investment Corporation,13.65,1271235829.5,1969,Consumer Services,Real Estate Investment Trusts
MNRO,NASDAQ,"Monro, Inc. ",83.12,2751560260.16,1991,Consumer Services,Automotive Aftermarket
MNR^C,NYSE,Monmouth Real Estate Investment Corporation,24.0584,,1969,,
MNST,NASDAQ,Monster Beverage Corporation,54.97,29856854849.93,1969,Consumer Non-Durables,Beverages (Production/Distribution)
MNTA,NASDAQ,"Momenta Pharmaceuticals, Inc.",14.76,1453994242.2,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MNTX,NASDAQ,"Manitex International, Inc.",8.06,158598981.58,1969,Technology,Industrial Machinery/Components
MO,NYSE,Altria Group,55.42,103774884547.46,1969,Consumer Non-Durables,Farming/Seeds/Milling
MOBL,NASDAQ,"MobileIron, Inc.",5.43,579886902.24,2014,Technology,Computer Software: Prepackaged Software
MOD,NYSE,Modine Manufacturing Company,15.6,789803367.6,1969,Capital Goods,Auto Parts:O.E.M.
MODN,NYSE,"Model N, Inc.",17.13,540323573.16,2013,Technology,"Computer Software: Programming, Data Processing"
MOFG,NASDAQ,"MidWestOne Financial Group, Inc.",29.0,352959928.0,1969,Finance,Major Banks
MOG.A,NYSE,Moog Inc.,0.0,0.0,1969,,
MOG.B,NYSE,Moog Inc.,0.0,0.0,1969,,
MOGO,NASDAQ,Mogo Finance Technology Inc.,2.33,54118551.18,1969,Finance,Finance: Consumer Services
MOGU,NYSE,MOGU Inc.,12.6,1346889952.8,2018,Miscellaneous,Business Services
MOH,NYSE,Molina Healthcare Inc,145.24,9096315551.52,2003,Health Care,Medical Specialities
MOMO,NASDAQ,Momo Inc.,38.03,5964757582.43,2014,Technology,Computer Software: Prepackaged Software
MOR,NASDAQ,MorphoSys AG,25.01,228124513.32,2018,Health Care,Major Pharmaceuticals
MORN,NASDAQ,"Morningstar, Inc.",128.78,5493145413.04,2005,Finance,Investment Managers
MOS,NYSE,Mosaic Company (The),27.36,10546472852.64,1969,Basic Industries,Agricultural Chemicals
MOSC,NYSE,Mosaic Acquisition Corp.,10.06,347070000.0,2017,Finance,Business Services
MOSC.U,NYSE,Mosaic Acquisition Corp.,0.0,0.0,2017,,
MOSC.WS,NYSE,Mosaic Acquisition Corp.,0.0,0.0,1969,,
MOSY,NASDAQ,"MoSys, Inc.",0.215,9271171.95,2001,Technology,Semiconductors
MOTS,NASDAQ,"Motus GI Holdings, Inc.",3.81,81727841.37,2018,Health Care,Medical/Dental Instruments
MOV,NYSE,Movado Group Inc.,34.2,560791045.8,1969,Consumer Non-Durables,Consumer Specialties
MOXC,NASDAQ,"Moxian, Inc.",0.57,38393605.14,1969,Technology,"Computer Software: Programming, Data Processing"
MPA,NYSE,Blackrock MuniYield Pennsylvania Quality Fund,13.66,182393305.9,1992,,
MPAA,NASDAQ,"Motorcar Parts of America, Inc.",19.8,372420219.6,1969,Capital Goods,Auto Parts:O.E.M.
MPB,NASDAQ,Mid Penn Bancorp,24.25,205153011.5,1969,Finance,Major Banks
MPC,NYSE,Marathon Petroleum Corporation,63.6,42780615366.0,1969,Energy,Integrated oil Companies
MPLX,NYSE,MPLX LP,32.51,25818104148.48,2012,Energy,Natural Gas Distribution
MPO,NYSE,"MIDSTATES PETROLEUM COMPANY, INC.",10.56,215570097.6,2016,Energy,Oil & Gas Production
MPV,NYSE,Barings Participation Investors,15.47,162851127.53,1988,Consumer Services,Miscellaneous
MPVD,NASDAQ,Mountain Province Diamonds Inc.,0.8418,176869875.7356,1969,Basic Industries,Precious Metals
MPW,NYSE,"Medical Properties Trust, Inc.",18.82,7171886699.06,2005,Consumer Services,Real Estate Investment Trusts
MPWR,NASDAQ,"Monolithic Power Systems, Inc.",148.85,6388046600.0,2004,Technology,Semiconductors
MPX,NYSE,Marine Products Corporation,13.97,477703255.92,1969,Capital Goods,Marine Transportation
MQT,NYSE,"Blackrock MuniYield Quality Fund II, Inc.",12.33,278140250.97,1992,,
MQY,NYSE,"Blackrock MuniYield Quality Fund, Inc.",14.06,431645219.74,1992,,
MR,NYSE,Montage Resources Corporation,14.14,497639186.66,2014,Energy,Oil & Gas Production
MRAM,NASDAQ,"Everspin Technologies, Inc.",8.04,137448238.08,2016,Technology,Semiconductors
MRBK,NASDAQ,Meridian Corporation,17.78,113654862.86,2017,,
MRC,NYSE,MRC Global Inc.,18.41,1555798005.51,2012,Capital Goods,Industrial Machinery/Components
MRCC,NASDAQ,Monroe Capital Corporation,12.34,252285919.76,2012,,
MRCCL,NASDAQ,Monroe Capital Corporation,25.03,,1969,,
MRCY,NASDAQ,Mercury Systems Inc,66.1,3203142940.6,1998,Capital Goods,Electrical Products
MRIN,NASDAQ,Marin Software Incorporated,5.15,30661045.15,1969,Technology,EDP Services
MRK,NYSE,"Merck & Company, Inc.",80.82,208764129420.36,1969,Health Care,Major Pharmaceuticals
MRKR,NASDAQ,"Marker Therapeutics, Inc.",6.07,275825073.28,1969,Health Care,Major Pharmaceuticals
MRLN,NASDAQ,Marlin Business Services Corp.,21.64,266795751.36,2003,Finance,Major Banks
MRNA,NASDAQ,"Moderna, Inc.",26.8,8817212569.2,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,NASDAQ,"Marinus Pharmaceuticals, Inc.",4.51,236860748.63,2014,Health Care,Major Pharmaceuticals
MRO,NYSE,Marathon Oil Corporation,17.45,14282902809.55,1969,Energy,Oil & Gas Production
MRSN,NASDAQ,"Mersana Therapeutics, Inc.",4.68,223161887.52,2017,Health Care,Major Pharmaceuticals
MRT,NYSE,"MedEquities Realty Trust, Inc.",10.8,343879030.8,2016,Consumer Services,Real Estate Investment Trusts
MRTN,NASDAQ,"Marten Transport, Ltd.",17.96,980006060.44,1986,Transportation,Trucking Freight/Courier Services
MRTX,NASDAQ,"Mirati Therapeutics, Inc.",72.97,2573476844.97,1969,Health Care,Major Pharmaceuticals
MRUS,NASDAQ,Merus N.V.,13.56,316747728.12,2016,Health Care,Major Pharmaceuticals
MRVL,NASDAQ,Marvell Technology Group Ltd.,22.34,14724294000.0,2000,Technology,Semiconductors
MS,NYSE,Morgan Stanley,44.45,74965853071.55,1969,Finance,Investment Bankers/Brokers/Service
MSA,NYSE,MSA Safety Incorporporated,104.9,4041753466.5,1969,Health Care,Industrial Specialties
MSB,NYSE,Mesabi Trust,31.34,411181113.4,1969,Basic Industries,Precious Metals
MSBF,NASDAQ,MSB Financial Corp.,17.95,96462474.3,1969,Finance,Savings Institutions
MSBI,NASDAQ,"Midland States Bancorp, Inc.",26.15,634964912.15,2016,Finance,Major Banks
MSC,NYSE,Studio City International Holdings Limited,17.01,1336687372.44,2018,Consumer Services,Hotels/Resorts
MSCI,NYSE,MSCI Inc,214.61,18170051580.67,1969,Miscellaneous,Business Services
MSD,NYSE,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.0302,184096158.944,1993,,
MSEX,NASDAQ,Middlesex Water Company,54.48,895068699.84,1969,Public Utilities,Water Supply
MSFT,NASDAQ,Microsoft Corporation,120.19,922123334074.74,1986,Technology,Computer Software: Prepackaged Software
MSG,NASDAQ,The Madison Square Garden Company,303.75,7216647412.5,2015,Consumer Services,Services-Misc. Amusement & Recreation
MSG,NYSE,The Madison Square Garden Company,303.75,7216647412.5,2015,Consumer Services,Services-Misc. Amusement & Recreation
MSGN,NYSE,MSG Networks Inc.,23.16,1734111994.32,1969,Consumer Services,Television Services
MSI,NYSE,"Motorola Solutions, Inc.",142.7,23464374193.8,1969,Technology,Radio And Television Broadcasting And Communications Equipment
MSL,NYSE,MidSouth Bancorp,11.48,191878683.08,1969,Finance,Major Banks
MSM,NYSE,"MSC Industrial Direct Company, Inc.",81.6,4515771091.2,1995,Capital Goods,Industrial Machinery/Components
MSN,AMEX,Emerson Radio Corporation,1.25,26303315.0,1969,Consumer Non-Durables,Consumer Electronics/Appliances
MSON,NASDAQ,"MISONIX, Inc.",19.22,181842399.66,1992,Capital Goods,Medical Specialities
MSTR,NASDAQ,MicroStrategy Incorporated,147.74,1518317036.22,1998,Technology,Computer Software: Prepackaged Software
MSVB,NASDAQ,"Mid-Southern Bancorp, Inc.",12.46,44422342.16,2018,Finance,Savings Institutions
MS^A,NYSE,Morgan Stanley,19.76,,1969,,
MS^E,NYSE,Morgan Stanley,28.42,,1969,,
MS^F,NYSE,Morgan Stanley,27.9,,1969,,
MS^G,NYSE,Morgan Stanley,25.63,,1969,,
MS^I,NYSE,Morgan Stanley,27.29,,1969,,
MS^K,NYSE,Morgan Stanley,26.06,,1969,,
MT,NYSE,ArcelorMittal,22.29,22497377756.67,1969,Basic Industries,Steel/Iron Ore
MTB,NYSE,M&T Bank Corporation,163.05,22576111377.9,1969,Finance,Major Banks
MTBC,NASDAQ,"MTBC, Inc.",4.79,57526664.18,2014,Technology,Computer Software: Prepackaged Software
MTBCP,NASDAQ,"MTBC, Inc.",26.96,58299625.04,1969,Technology,Computer Software: Prepackaged Software
MTB^,NYSE,M&T Bank Corporation,1010.051,,1969,,
MTB^C,NYSE,M&T Bank Corporation,1011.57,,1969,,
MTC,NASDAQ,"MMTec, Inc.",4.16,82368000.0,2019,,
MTCH,NASDAQ,"Match Group, Inc.",56.99,15868803608.86,2015,Technology,"Computer Software: Programming, Data Processing"
MTD,NYSE,"Mettler-Toledo International, Inc.",737.97,18329769705.12,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments
MTDR,NYSE,Matador Resources Company,20.28,2360355068.76,2012,Energy,Oil & Gas Production
MTEC,NASDAQ,MTech Acquisition Corp.,10.11,75129937.5,2018,Technology,EDP Services
MTECU,NASDAQ,MTech Acquisition Corp.,10.61,,2018,Technology,EDP Services
MTECW,NASDAQ,MTech Acquisition Corp.,0.59,,2018,Technology,EDP Services
MTEM,NASDAQ,"Molecular Templates, Inc.",6.67,245029200.04,1969,Health Care,Major Pharmaceuticals
MTEX,NASDAQ,"Mannatech, Incorporated",17.16,41110503.72,1969,Consumer Durables,Specialty Chemicals
MTFB,NASDAQ,Motif Bio plc,2.1,2810388.0,2016,Health Care,Major Pharmaceuticals
MTFBW,NASDAQ,Motif Bio plc,0.345,,2016,Health Care,Major Pharmaceuticals
MTG,NYSE,MGIC Investment Corporation,13.8,4911767387.4,1991,Finance,Property-Casualty Insurers
MTH,NYSE,Meritage Corporation,48.52,1857699407.84,1969,Capital Goods,Homebuilding
MTL,NYSE,Mechel PAO,2.12,529496387.64,2004,Basic Industries,Steel/Iron Ore
MTLS,NASDAQ,Materialise NV,16.62,281543963.4,2014,Technology,Computer Software: Prepackaged Software
MTL^,NYSE,Mechel PAO,0.735,,1969,,
MTN,NYSE,"Vail Resorts, Inc.",216.09,8698421816.91,1997,Consumer Services,Services-Misc. Amusement & Recreation
MTNB,AMEX,"Matinas Biopharma Holdings, Inc.",1.02,145796378.52,2017,Health Care,Major Pharmaceuticals
MTOR,NYSE,"Meritor, Inc.",22.83,1903692700.08,1969,Capital Goods,Auto Parts:O.E.M.
MTP,NASDAQ,Midatech Pharma PLC,2.45,1234077.25,1969,Health Care,Major Pharmaceuticals
MTR,NYSE,Mesa Royalty Trust,12.8412,23930731.908000004,1969,Energy,Oil & Gas Production
MTRN,NYSE,Materion Corporation,58.44,1187334129.12,1969,Capital Goods,Industrial Specialties
MTRX,NASDAQ,Matrix Service Company,19.94,534079480.38,1990,Basic Industries,Engineering & Construction
MTSC,NASDAQ,MTS Systems Corporation,55.52,993943524.32,1969,Capital Goods,Industrial Machinery/Components
MTSI,NASDAQ,"MACOM Technology Solutions Holdings, Inc.",18.22,1191320858.36,2012,Technology,Semiconductors
MTSL,NASDAQ,MER Telemanagement Solutions Ltd.,1.79,5896838.17,1997,Public Utilities,Telecommunications Equipment
MTT,NYSE,Western Asset Municipal Defined Opportunity Trust Inc,21.21,258269185.65,2009,,
MTW,NYSE,"Manitowoc Company, Inc. (The)",17.33,617788955.58,1969,Capital Goods,Construction/Ag Equipment/Trucks
MTX,NYSE,Minerals Technologies Inc.,62.03,2185551993.7,1992,Basic Industries,Major Chemicals
MTZ,NYSE,"MasTec, Inc.",50.44,3844243289.64,1969,Basic Industries,Water Supply
MU,NASDAQ,"Micron Technology, Inc.",42.17,46668991253.87,1969,Technology,Semiconductors
MUA,NYSE,"Blackrock MuniAssets Fund, Inc.",14.82,533634277.02,1993,,
MUC,NYSE,"Blackrock MuniHoldings California Quality Fund,  Inc.",13.37,548203197.71,1998,,
MUDS,NASDAQ,Mudrick Capital Acquisition Corporation,10.09,209872000.0,2018,Finance,Business Services
MUDSU,NASDAQ,Mudrick Capital Acquisition Corporation,10.58,,2018,Finance,Business Services
MUDSW,NASDAQ,Mudrick Capital Acquisition Corporation,0.5,,2018,Finance,Business Services
MUE,NYSE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.25,275811494.0,1969,,
MUFG,NYSE,Mitsubishi UFJ Financial Group Inc,5.04,65129451176.16,1969,Finance,Commercial Banks
MUH,NYSE,"Blackrock MuniHoldings Fund II, Inc.",14.83,167842217.67,1998,,
MUI,NYSE,Blackrock Muni Intermediate Duration Fund Inc,13.82,529254396.12,2003,,
MUJ,NYSE,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",13.68,412504873.2,1998,,
MUR,NYSE,Murphy Oil Corporation,28.65,4974228986.7,1969,Energy,Oil & Gas Production
MUS,NYSE,"Blackrock MuniHoldings Quality Fund, Inc.",12.139,157993637.125,1998,,
MUSA,NYSE,Murphy USA Inc.,82.85,2666403720.65,2013,Consumer Durables,Automotive Aftermarket
MUX,NYSE,McEwen Mining Inc.,1.49,535093673.79,1969,Basic Industries,Precious Metals
MVBF,NASDAQ,MVB Financial Corp.,17.41,202082971.13,1969,Finance,Major Banks
MVC,NYSE,"MVC Capital, Inc.",9.2,163071085.6,1969,,
MVCD,NYSE,"MVC Capital, Inc.",25.53,,2017,,
MVF,NYSE,"MuniVest Fund, Inc.",9.1,590010976.1,1969,,
MVIS,NASDAQ,"Microvision, Inc.",1.08,110272960.44,1996,Capital Goods,Industrial Machinery/Components
MVO,NYSE,MV Oil Trust,8.5899,98783850.0,2007,Energy,Oil & Gas Production
MVT,NYSE,"Blackrock MuniVest Fund II, Inc.",14.55,309993322.65,1993,,
MWA,NYSE,Mueller Water Products Inc,10.56,1670713059.84,2006,Capital Goods,Metal Fabrications
MX,NYSE,MagnaChip Semiconductor Corporation,8.41,286708488.98,2011,Technology,Semiconductors
MXC,AMEX,Mexco Energy Corporation,5.27,10751674.82,1969,Energy,Oil & Gas Production
MXE,NYSE,"Mexico Equity and Income Fund, Inc. (The)",11.26,58232193.48,1969,,
MXF,NYSE,"Mexico Fund, Inc. (The)",14.76,221782431.6,1969,,
MXIM,NASDAQ,"Maxim Integrated Products, Inc.",58.14,15895379487.6,1988,Technology,Semiconductors
MXL,NYSE,"MaxLinear, Inc",26.94,1899278836.32,2010,Technology,Semiconductors
MXWL,NASDAQ,"Maxwell Technologies, Inc.",4.32,198756931.68,1969,Miscellaneous,Industrial Machinery/Components
MYC,NYSE,"Blackrock MuniYield California Fund, Inc.",13.37,286378634.78,1992,,
MYD,NYSE,"Blackrock MuniYield Fund, Inc.",14.13,660794141.16,1991,,
MYE,NYSE,"Myers Industries, Inc.",18.19,643710266.6,1969,Consumer Non-Durables,Plastic Products
MYF,NYSE,Blackrock MuniYield Investment Fund,14.28,195385214.64,1992,,
MYFW,NASDAQ,"First Western Financial, Inc.",13.24,105501880.8,2018,Finance,Major Banks
MYGN,NASDAQ,"Myriad Genetics, Inc.",33.33,2442165525.69,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,NYSE,"Blackrock MuniYield Quality Fund III, Inc.",12.94,881017803.72,1969,,
MYJ,NYSE,"Blackrock MuniYield New Jersey Fund, Inc.",14.58,352225170.9,1992,,
MYL,NASDAQ,Mylan N.V.,27.22,14044157530.12,1969,Health Care,Major Pharmaceuticals
MYN,NYSE,"Blackrock MuniYield New York Quality Fund, Inc.",12.41,491269507.44,1992,,
MYND,NASDAQ,"MYnd Analytics, Inc.",1.32,11119276.08,1969,Health Care,Hospital/Nursing Management
MYNDW,NASDAQ,"MYnd Analytics, Inc.",0.2,,1969,Health Care,Hospital/Nursing Management
MYO,AMEX,Myomo Inc.,1.19,20329620.85,2017,Health Care,Industrial Specialties
MYOK,NASDAQ,"MyoKardia, Inc.",52.39,2112357203.45,2015,Health Care,Major Pharmaceuticals
MYOS,NASDAQ,MYOS RENS Technology Inc.,1.5,13748367.0,1969,Health Care,Major Pharmaceuticals
MYOV,NYSE,Myovant Sciences Ltd.,21.88,1549378397.08,2016,Health Care,Major Pharmaceuticals
MYRG,NASDAQ,"MYR Group, Inc.",36.3,602570707.2,1969,Basic Industries,Water Supply
MYSZ,NASDAQ,"My Size, Inc.",0.7449,22237044.5661,1969,Technology,Computer Software: Prepackaged Software
MYT,NASDAQ,"Urban Tea, Inc.",2.25,52054456.5,1969,Basic Industries,Major Chemicals
MZA,NYSE,"MuniYield Arizona Fund, Inc.",13.8,63821729.4,1993,,
NAC,NYSE,Nuveen California Quality Municipal Income Fund,13.87,2007475268.33,1999,,
NAD,NYSE,Nuveen Quality Municipal Income Fund,13.49,2723150310.83,1999,,
NAII,NASDAQ,"Natural Alternatives International, Inc.",11.97,90052392.78,1969,Consumer Durables,Specialty Chemicals
NAK,AMEX,"Northern Dynasty Minerals, Ltd.",0.602,208070875.166,1969,Basic Industries,Precious Metals
NAKD,NASDAQ,Naked Brand Group Limited,0.3351,9932687.3715,1969,Consumer Non-Durables,Apparel
NAN,NYSE,Nuveen New York Quality Municipal Income Fund,13.51,416801495.32,1999,,
NANO,NASDAQ,Nanometrics Incorporated,32.37,794184419.34,1984,Capital Goods,Industrial Machinery/Components
NAO,NYSE,Nordic American Offshore Ltd.,3.28,203317.36,2014,Transportation,Marine Transportation
NAOV,NASDAQ,"NanoVibronix, Inc.",3.9,16686286.5,1969,Health Care,Industrial Specialties
NAT,NYSE,Nordic American Tankers Limited,2.1,298136298.6,1969,Consumer Services,Marine Transportation
NATH,NASDAQ,"Nathan&#39;s Famous, Inc.",69.92,292068355.68,1993,Consumer Services,Restaurants
NATI,NASDAQ,National Instruments Corporation,46.31,6154587839.29,1995,Technology,Computer Software: Prepackaged Software
NATR,NASDAQ,"Nature&#39;s Sunshine Products, Inc.",9.73,187528965.75,1969,Health Care,Major Pharmaceuticals
NAV,NYSE,Navistar International Corporation,32.45,3214674728.65,1969,Capital Goods,Auto Manufacturing
NAVB,AMEX,"Navidea Biopharmaceuticals, Inc.",0.175,35183372.525,1969,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NAVG,NASDAQ,"The Navigators Group, Inc.",69.95,2085801836.6,1986,Finance,Property-Casualty Insurers
NAVI,NASDAQ,Navient Corporation,12.15,2970763950.15,1969,Finance,Investment Bankers/Brokers/Service
NAV^D,NYSE,Navistar International Corporation,24.7,,1969,Capital Goods,Auto Manufacturing
NAZ,NYSE,Nuveen Arizona Quality Municipal Income Fund,12.83,148457957.14,1992,,
NBB,NYSE,Nuveen Taxable Municipal Income Fund,20.64,564625590.24,2010,,
NBEV,NASDAQ,New Age Beverages Corporation,5.86,441596368.12,1969,Consumer Non-Durables,Beverages (Production/Distribution)
NBH,AMEX,Neuberger Berman Municipal Fund Inc.,14.33,269461320.0,2002,,
NBHC,NYSE,National Bank Holdings Corporation,34.22,1059202523.26,2012,Finance,Major Banks
NBIX,NASDAQ,"Neurocrine Biosciences, Inc.",91.23,8285624188.41,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBL,NYSE,Noble Energy Inc.,25.23,12200834109.24,1969,Energy,Oil & Gas Production
